food_code,food_name,scientific_name,food_group,regions_measured,energy_kcal,water_g,protein_g,fat_g,carbohydrate_g,fiber_g,iron_mg,calcium_mg,zinc_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,vitamin_c_mg,thiamine_b1_mg,riboflavin_b2_mg,niacin_b3_mg,vitamin_b6_mg,folate_b9_ug,vitamin_a_retinol_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k1_ug,vitamin_b12_ug
O037,"Calf, chops",,Animal Meat,2,125.2,72.66,22.47,3.85,0.0,0.0,1.2,9.27,3.29,20.77,195.0,366.0,64.94,0.0,0.07,0.17,5.11,0.37,0.0,2.1,0.74,0.3,0.0,not measured in IFCT 2017
O038,"Calf, round (leg)",,Animal Meat,2,147.0,71.13,21.1,6.92,0.0,0.0,2.4,10.03,2.64,22.28,185.0,356.0,67.04,0.0,0.03,0.17,5.97,0.41,0.0,2.42,0.97,0.2,0.0,not measured in IFCT 2017
O039,"Calf, brain",,Animal Meat,2,107.1,81.19,9.84,7.6,0.0,0.0,1.44,10.53,1.11,14.29,296.0,306.0,115.0,0.0,0.07,0.19,3.19,0.3,0.0,1.41,0.61,0.1,0.0,not measured in IFCT 2017
O040,"Calf, tongue",,Animal Meat,2,176.1,69.44,17.78,11.76,0.0,0.0,2.63,9.08,2.67,15.38,178.0,238.0,91.64,0.0,0.11,0.22,4.31,0.17,0.0,4.63,0.0,0.1,0.0,not measured in IFCT 2017
O041,"Calf, heart",,Animal Meat,1,109.7,73.44,18.84,3.75,0.0,0.0,4.66,6.48,1.63,18.21,185.0,224.0,58.0,0.0,0.26,0.29,5.3,0.41,0.0,4.83,0.0,0.1,0.0,not measured in IFCT 2017
O042,"Calf, liver",,Animal Meat,1,120.2,73.66,21.02,3.95,0.0,0.0,16.26,5.19,3.8,19.16,358.0,307.0,54.99,0.0,0.17,0.31,12.98,0.59,0.0,9664.0,0.0,0.5,0.0,not measured in IFCT 2017
O043,"Calf, spleen",,Animal Meat,1,90.6,78.65,17.71,2.12,0.0,0.0,25.42,10.56,2.02,18.95,274.0,372.0,67.87,0.0,0.09,0.28,7.61,0.44,0.0,6.32,0.29,0.1,0.0,not measured in IFCT 2017
O044,"Calf, kidneys",,Animal Meat,2,92.5,80.23,15.16,3.5,0.0,0.0,4.92,12.63,1.58,17.35,204.0,206.0,174.0,0.0,0.32,0.35,4.16,0.3,0.0,95.73,0.0,0.1,0.0,not measured in IFCT 2017
O045,"Mithun, shoulder",,Animal Meat,1,175.9,68.86,19.05,11.14,0.0,0.0,2.05,4.27,6.11,18.86,199.0,307.0,32.94,0.0,0.04,0.06,6.29,0.37,0.0,12.68,0.06,0.3,0.0,not measured in IFCT 2017
O046,"Mithun, chops",,Animal Meat,1,128.1,73.81,18.19,6.12,0.0,0.0,2.25,4.88,6.08,18.2,178.0,222.0,42.17,0.0,0.2,0.18,4.76,0.34,0.0,2.62,0.08,0.2,0.0,not measured in IFCT 2017
O047,"Mithun, round (leg)",,Animal Meat,1,115.9,72.25,19.61,4.1,0.0,0.0,2.18,5.32,3.47,22.23,190.0,338.0,28.42,0.0,0.02,0.05,5.3,0.29,0.0,2.47,0.04,0.3,0.0,not measured in IFCT 2017
O048,"Pork, shoulder",,Animal Meat,6,237.3,62.92,17.41,18.83,0.0,0.0,0.91,9.95,2.08,15.01,157.0,234.0,54.47,0.0,0.18,0.1,4.22,0.41,0.0,5.12,9.03,0.3,0.0,not measured in IFCT 2017
O049,"Pork, chops",,Animal Meat,6,178.8,68.4,19.41,11.3,0.0,0.0,1.0,8.12,1.34,11.62,143.0,243.0,43.7,0.0,0.3,0.11,4.49,0.36,0.0,1.51,4.83,0.11,0.0,not measured in IFCT 2017
O050,"Pork, ham",,Animal Meat,6,240.4,61.94,18.83,18.55,0.0,0.0,1.27,7.4,1.76,17.05,140.0,239.0,40.44,0.0,0.24,0.1,4.59,0.25,0.0,2.98,5.85,0.2,0.0,not measured in IFCT 2017
O051,"Pork, lungs",,Animal Meat,4,85.6,81.12,15.13,2.74,0.0,0.0,6.76,10.3,1.18,9.82,161.0,200.0,61.41,0.0,0.08,0.14,3.11,0.19,0.0,5.14,1.91,0.11,0.0,not measured in IFCT 2017
O052,"Pork, heart",,Animal Meat,4,109.2,77.74,16.31,4.87,0.0,0.0,3.97,4.74,1.6,18.23,187.0,268.0,70.52,0.0,0.28,0.3,5.13,0.3,0.0,7.16,0.0,0.1,0.0,not measured in IFCT 2017
O053,"Pork, liver",,Animal Meat,5,115.7,74.88,19.89,3.94,0.0,0.0,20.74,5.52,4.19,16.59,310.0,279.0,64.89,0.0,0.16,0.31,13.76,0.37,0.0,8759.0,2.97,0.85,0.0,not measured in IFCT 2017
O054,"Pork, stomach",,Animal Meat,1,131.5,76.51,15.36,7.81,0.0,0.0,1.92,11.75,2.34,23.32,125.0,200.0,109.0,0.0,0.1,0.06,1.9,0.19,0.0,3.34,0.42,0.3,0.0,not measured in IFCT 2017
O055,"Pork, spleen",,Animal Meat,3,85.3,80.93,15.13,2.71,0.0,0.0,27.21,6.98,2.09,16.08,230.0,325.0,49.14,0.0,0.13,0.27,7.8,0.22,0.0,8.44,0.0,0.17,0.0,not measured in IFCT 2017
O056,"Pork, kidneys",,Animal Meat,5,90.6,80.92,14.35,3.65,0.0,0.0,6.26,6.71,1.9,15.56,201.0,198.0,138.0,0.0,0.24,0.37,6.46,0.16,0.0,72.53,2.92,0.19,0.0,not measured in IFCT 2017
O057,"Pork, tube (small intestine)",,Animal Meat,1,140.3,75.42,14.96,8.98,0.0,0.0,2.83,16.05,1.36,9.78,124.0,140.0,60.17,0.0,0.08,0.1,0.9,0.19,0.0,1.13,1.01,0.2,0.0,not measured in IFCT 2017
O058,"Hare, shoulder",,Animal Meat,1,144.1,71.06,21.13,6.58,0.0,0.0,2.98,57.51,2.72,28.0,260.0,303.0,55.03,0.0,0.07,0.27,5.04,0.28,0.0,8.88,0.06,1.46,0.0,not measured in IFCT 2017
O059,"Hare, chops",,Animal Meat,1,106.4,75.47,20.62,2.55,0.0,0.0,2.78,38.36,1.45,31.0,295.0,340.0,48.61,0.0,0.07,0.28,4.85,0.22,0.0,2.84,0.09,1.73,0.0,not measured in IFCT 2017
O060,"Hare, leg",,Animal Meat,1,120.2,73.0,20.52,4.16,0.0,0.0,2.46,53.02,1.62,32.0,275.0,370.0,42.48,0.0,0.08,0.22,5.63,0.24,0.0,1.26,0.08,1.44,0.0,not measured in IFCT 2017
O061,"Rabbit, shoulder",,Animal Meat,1,151.8,70.75,20.01,7.96,0.0,0.0,1.74,46.37,2.34,32.0,238.0,361.0,61.38,0.0,0.03,0.14,4.38,0.3,0.0,5.9,0.57,1.22,0.0,not measured in IFCT 2017
O062,"Rabbit, chops",,Animal Meat,1,135.0,71.03,22.61,4.88,0.0,0.0,2.42,25.48,1.3,33.0,245.0,374.0,47.84,0.0,0.02,0.08,7.54,0.24,0.0,3.88,0.7,0.83,0.0,not measured in IFCT 2017
O063,"Rabbit, leg",,Animal Meat,1,139.6,70.33,21.31,5.99,0.0,0.0,1.21,22.31,1.23,21.0,245.0,389.0,46.03,0.0,0.03,0.1,5.02,0.26,0.0,8.49,0.43,0.72,0.0,not measured in IFCT 2017
P001,Allathi,Elops machnata,Marine Fish,1,97.0,75.91,21.77,0.98,0.0,0.0,0.62,13.78,0.3,29.08,215.0,286.0,32.68,0.0,0.08,0.04,3.67,194.0,0.0,9.6,1.03,1.02,0.0,not measured in IFCT 2017
P002,Aluva,Parastromateus niger,Marine Fish,3,103.7,75.71,21.63,1.8,0.0,0.0,0.42,11.32,0.38,34.38,245.0,470.0,44.86,0.0,0.05,0.02,2.35,158.0,0.0,14.3,0.79,1.0,0.0,not measured in IFCT 2017
P003,Anchovy,Stolephorus indicus,Marine Fish,2,87.7,77.77,19.88,0.78,0.0,0.0,0.54,36.6,0.65,53.0,246.0,270.0,212.0,0.0,0.03,0.04,0.91,61.25,0.0,12.18,2.76,0.73,0.0,not measured in IFCT 2017
P004,Ari fish,Aprion virescens,Marine Fish,1,99.2,77.09,22.01,1.11,0.0,0.0,0.47,4.36,0.31,30.27,265.0,447.0,37.35,0.0,0.06,0.03,3.65,218.0,0.0,1.56,1.02,0.1,0.0,not measured in IFCT 2017
P005,Betki,Lates calcarifer,Marine Fish,1,67.9,82.52,15.28,0.29,0.0,0.0,0.31,8.84,0.36,24.16,188.0,355.0,63.68,0.0,0.01,0.04,1.54,85.0,0.0,5.58,1.05,0.38,0.0,not measured in IFCT 2017
P006,Black snapper,Macolor niger,Marine Fish,1,90.1,78.09,19.5,1.24,0.0,0.0,0.56,9.91,0.4,26.72,195.0,341.0,41.23,0.0,0.02,0.0,2.89,106.0,0.0,14.55,1.31,0.51,0.0,not measured in IFCT 2017
P007,Bombay duck,Harpadon nehereus,Marine Fish,2,68.6,83.24,13.53,1.03,0.0,0.0,0.81,159.0,0.42,24.27,185.0,188.0,223.0,0.0,0.03,0.02,0.64,98.0,0.0,3.38,0.96,0.75,0.0,not measured in IFCT 2017
P008,Bommuralu,Muraenesox cinerius,Marine Fish,3,115.9,76.42,22.3,2.87,0.0,0.0,0.43,47.33,0.67,27.13,207.0,349.0,61.87,0.0,0.05,0.02,1.34,68.63,0.0,3.28,3.19,0.54,0.0,not measured in IFCT 2017
P009,Cat fish,Tachysurus thalassinus,Marine Fish,1,109.0,76.22,22.18,2.13,0.0,0.0,0.72,5.54,0.58,25.69,252.0,429.0,35.82,0.0,0.05,0.05,1.38,223.0,0.0,14.08,1.42,0.38,0.0,not measured in IFCT 2017
P010,Chakla,Rachycentron canadum,Marine Fish,5,97.0,78.36,20.21,1.68,0.0,0.0,0.41,6.55,0.57,24.71,219.0,343.0,51.41,0.0,0.06,0.04,2.37,99.11,0.0,1.39,2.07,0.72,0.0,not measured in IFCT 2017
P011,Chappal,Aluterus monoceros,Marine Fish,1,75.8,80.61,17.17,0.67,0.0,0.0,1.29,10.22,0.67,25.85,203.0,306.0,38.12,0.0,0.06,0.02,3.95,185.0,0.0,1.37,0.21,1.09,0.0,not measured in IFCT 2017
P012,Chelu,Elagatis bipinnulata,Marine Fish,2,87.5,76.36,20.02,0.7,0.0,0.0,0.67,8.17,0.41,31.68,252.0,406.0,37.6,0.0,0.06,0.02,2.19,161.0,0.0,1.49,0.86,0.41,0.0,not measured in IFCT 2017
P013,Chembali,Lutjanus quinquelineatus,Marine Fish,1,97.0,77.54,20.06,1.77,0.0,0.0,0.31,23.72,0.32,30.55,211.0,323.0,38.98,0.0,0.03,0.06,1.8,146.0,0.0,1.59,0.72,1.2,0.0,not measured in IFCT 2017
P014,Eri meen,Pristipomoides filamentosus,Marine Fish,1,108.5,76.54,22.3,2.02,0.0,0.0,0.46,12.45,0.31,30.99,243.0,402.0,41.19,0.0,0.04,0.03,2.88,190.0,0.0,13.24,0.33,0.1,0.0,not measured in IFCT 2017
P015,Gobro,Epinephelus diacanthus,Marine Fish,2,86.5,78.84,19.37,0.88,0.0,0.0,0.36,24.18,0.37,28.23,170.0,316.0,52.68,0.0,0.07,0.02,1.27,43.72,0.0,1.82,0.15,0.89,0.0,not measured in IFCT 2017
P016,Guitar fish,Rhinobatus prahli,Marine Fish,1,95.6,75.73,22.56,0.44,0.0,0.0,0.44,17.32,0.35,27.45,230.0,342.0,70.81,0.0,0.03,0.02,2.01,139.0,0.0,1.27,0.12,0.34,0.0,not measured in IFCT 2017
P017,Hilsa,Tenualosa ilisha,Marine Fish,2,258.8,60.09,21.8,18.49,0.0,0.0,1.19,19.82,0.64,30.62,278.0,341.0,80.88,0.0,0.01,0.04,2.85,120.0,0.0,7.42,4.96,1.35,0.0,not measured in IFCT 2017
P018,Jallal,Arius sp.,Marine Fish,1,100.4,77.5,21.55,1.46,0.0,0.0,0.46,14.73,0.83,29.12,204.0,368.0,74.33,0.0,0.02,0.02,3.24,89.14,0.0,8.49,0.94,0.62,0.0,not measured in IFCT 2017
P019,Jathi vela meen,Lethrinus lentjan,Marine Fish,2,108.3,75.66,22.45,1.92,0.0,0.0,0.28,6.65,0.35,31.12,249.0,467.0,30.53,0.0,0.12,0.02,2.82,67.45,0.0,3.16,0.93,1.49,0.0,not measured in IFCT 2017
P020,Kadal bral,Synodus indicus,Marine Fish,1,88.0,79.66,18.72,1.34,0.0,0.0,0.31,73.92,0.38,29.55,219.0,366.0,53.66,0.0,0.01,0.06,1.76,89.19,0.0,10.63,1.2,0.12,0.0,not measured in IFCT 2017
P021,Kadali,Nemipterus mesoprion,Marine Fish,1,126.7,73.74,22.07,4.2,0.0,0.0,0.38,8.62,0.35,26.23,207.0,390.0,36.06,0.0,0.04,0.01,1.86,184.0,0.0,25.61,0.84,0.58,0.0,not measured in IFCT 2017
P022,Kalamaara,Leptomelanosoma indicum,Marine Fish,2,125.0,75.5,20.89,4.54,0.0,0.0,0.5,7.54,0.38,34.29,227.0,420.0,29.33,0.0,0.06,0.03,2.22,160.0,0.0,9.04,1.45,0.82,0.0,not measured in IFCT 2017
P023,Kalava,Epinephelus coioides,Marine Fish,1,89.4,80.02,19.38,1.2,0.0,0.0,0.26,10.66,0.82,22.87,177.0,279.0,40.14,0.0,0.06,0.05,2.24,135.0,0.0,1.29,1.86,0.33,0.0,not measured in IFCT 2017
P024,Kanamayya,Lutjanus rivulatus,Marine Fish,2,87.7,77.59,20.19,0.65,0.0,0.0,0.36,7.72,0.31,27.07,194.0,346.0,50.53,0.0,0.06,0.01,1.22,83.86,0.0,16.42,0.82,0.59,0.0,not measured in IFCT 2017
P025,Kannadi paarai,Alectis indicus,Marine Fish,3,101.1,76.25,22.09,1.27,0.0,0.0,0.31,9.04,0.4,32.36,252.0,432.0,59.57,0.0,0.04,0.03,1.81,67.09,0.0,12.37,0.1,0.7,0.0,not measured in IFCT 2017
P026,Karimeen,Etroplus suratensis,Marine Fish,1,92.3,78.66,19.68,1.38,0.0,0.0,0.6,11.73,0.46,28.49,192.0,452.0,23.72,0.0,0.08,0.05,1.15,90.62,0.0,1.29,0.87,0.37,0.0,not measured in IFCT 2017
P027,Karnagawala,Anchoa hepsetus,Marine Fish,1,86.8,79.22,19.52,0.84,0.0,0.0,0.44,60.03,0.41,44.3,178.0,228.0,63.27,0.0,0.07,0.01,0.98,60.47,0.0,1.82,1.24,0.12,0.0,not measured in IFCT 2017
P028,Kayrai,Thunnus albacares,Marine Fish,2,108.5,72.69,20.15,3.0,0.0,0.0,0.98,6.0,0.39,31.74,266.0,321.0,25.12,0.0,0.08,0.07,5.18,264.0,0.0,10.19,3.12,0.75,0.0,not measured in IFCT 2017
P029,Kiriyan,Atule mate,Marine Fish,1,132.9,72.39,22.49,4.7,0.0,0.0,1.0,19.42,0.82,31.98,214.0,277.0,35.88,0.0,0.04,0.13,2.75,121.0,0.0,1.62,0.38,0.35,0.0,not measured in IFCT 2017
P030,Kite fish,Mobula kuhlii,Marine Fish,1,98.7,77.61,23.07,0.56,0.0,0.0,1.38,11.02,0.55,28.46,231.0,387.0,59.03,0.0,0.04,0.07,2.5,127.0,0.0,1.52,0.03,0.24,0.0,not measured in IFCT 2017
P031,Korka,Terapon jarbua,Marine Fish,1,126.2,72.25,23.72,3.36,0.0,0.0,0.73,11.12,1.47,28.55,229.0,349.0,43.3,0.0,0.03,0.17,3.42,316.0,0.0,6.55,0.34,0.63,0.0,not measured in IFCT 2017
P032,Kulam paarai,Carangoides fulvoguttatus,Marine Fish,1,119.7,73.44,21.62,3.6,0.0,0.0,0.5,15.17,0.52,30.79,244.0,366.0,49.17,0.0,0.06,0.01,1.97,218.0,0.0,3.64,2.45,1.05,0.0,not measured in IFCT 2017
P033,Maagaa,Polynemus plebeius,Marine Fish,1,87.5,79.23,20.11,0.67,0.0,0.0,0.23,8.42,0.35,30.32,181.0,375.0,52.28,0.0,0.02,0.01,0.73,106.0,0.0,1.76,1.18,1.03,0.0,not measured in IFCT 2017
P034,Mackerel,Rastrelliger kanagurta,Marine Fish,3,101.1,74.55,21.51,1.53,0.0,0.0,1.46,31.27,0.67,37.46,231.0,309.0,83.01,0.0,0.07,0.1,2.67,100.0,0.0,16.34,0.22,0.71,0.0,not measured in IFCT 2017
P035,Manda clathi,Naso reticulatus,Marine Fish,1,95.1,76.32,21.27,1.0,0.0,0.0,0.43,11.48,0.37,37.88,320.0,431.0,58.5,0.0,0.03,0.02,2.77,87.58,0.0,1.99,1.46,0.16,0.0,not measured in IFCT 2017
P036,Matha,Acanthurus mata,Marine Fish,2,93.0,79.81,21.17,0.79,0.0,0.0,0.32,14.02,0.32,40.24,263.0,450.0,62.58,0.0,0.05,0.05,2.37,42.45,0.0,4.99,1.95,0.61,0.0,not measured in IFCT 2017
P037,Milk fish,Chanos chanos,Marine Fish,1,105.6,72.22,23.66,1.09,0.0,0.0,1.35,29.18,2.43,35.38,292.0,301.0,42.98,0.0,0.05,0.07,5.21,76.51,0.0,3.29,1.2,1.86,0.0,not measured in IFCT 2017
P038,Moon fish,Mene maculata,Marine Fish,1,125.7,74.21,20.74,4.69,0.0,0.0,1.67,29.18,0.93,37.14,169.0,157.0,65.17,0.0,0.07,0.07,1.83,136.0,0.0,8.94,0.48,1.2,0.0,not measured in IFCT 2017
P039,Mullet,Mugil cephalus,Marine Fish,3,93.9,76.12,20.23,1.32,0.0,0.0,1.31,35.2,0.45,34.09,222.0,331.0,66.09,0.0,0.05,0.09,2.52,135.0,0.0,18.38,0.31,0.53,0.0,not measured in IFCT 2017
P040,Mural,Tylosurus crocodilus crocodilus,Marine Fish,1,82.5,78.96,19.04,0.58,0.0,0.0,0.24,8.61,0.71,27.1,224.0,330.0,110.0,0.0,0.06,0.03,2.65,67.24,0.0,1.61,0.86,0.44,0.0,not measured in IFCT 2017
P041,Myil meen,Istiophorus platypterus,Marine Fish,2,98.0,75.57,22.89,0.56,0.0,0.0,1.2,7.2,0.58,30.08,268.0,365.0,61.96,0.0,0.04,0.04,4.41,119.0,0.0,21.51,0.18,0.53,0.0,not measured in IFCT 2017
P042,Nalla bontha,Epinephelus sp,Marine Fish,1,87.0,79.32,19.82,0.72,0.0,0.0,0.31,9.04,0.3,29.2,197.0,403.0,57.87,0.0,0.04,0.01,0.56,83.41,0.0,2.4,0.54,0.11,0.0,not measured in IFCT 2017
P043,Narba,Caranx sexfasciatus,Marine Fish,2,103.3,76.37,21.95,1.6,0.0,0.0,1.11,7.21,0.45,26.33,235.0,384.0,49.51,0.0,0.05,0.04,1.51,153.0,0.0,2.93,0.19,0.9,0.0,not measured in IFCT 2017
P044,Paarai,Caranx heberi,Marine Fish,1,104.0,75.77,21.58,1.84,0.0,0.0,0.69,13.52,0.45,27.59,284.0,384.0,45.22,0.0,0.03,0.02,2.86,173.0,0.0,3.23,1.4,0.3,0.0,not measured in IFCT 2017
P045,Padayappa,Canthidermis maculata,Marine Fish,1,86.0,79.18,19.7,0.69,0.0,0.0,0.33,9.83,1.48,28.98,256.0,490.0,33.87,0.0,0.03,0.05,4.53,68.93,0.0,1.46,0.62,0.25,0.0,not measured in IFCT 2017
P046,Pali kora,Panna microdon,Marine Fish,1,94.2,78.63,19.25,1.81,0.0,0.0,0.42,17.03,0.38,28.0,195.0,364.0,54.85,0.0,0.03,0.05,0.78,126.0,0.0,1.89,0.11,0.44,0.0,not measured in IFCT 2017
P047,Pambada,Lepturacanthus savala,Marine Fish,2,128.3,74.67,21.95,4.44,0.0,0.0,0.38,16.53,0.41,29.87,170.0,263.0,82.65,0.0,0.04,0.03,1.96,76.49,0.0,2.88,1.15,0.55,0.0,not measured in IFCT 2017
P048,Pandukopa,Pseudosciaena manchurica,Marine Fish,1,86.0,77.46,19.73,0.65,0.0,0.0,0.47,12.18,0.33,29.15,203.0,427.0,49.15,0.0,0.04,0.02,0.54,262.0,0.0,1.33,0.2,0.47,0.0,not measured in IFCT 2017
P049,Parava,Lactarius lactarius,Marine Fish,1,111.6,77.19,21.5,2.74,0.0,0.0,3.58,29.12,0.56,32.52,194.0,363.0,84.08,0.0,0.03,0.03,0.98,153.0,0.0,2.56,1.12,0.55,0.0,not measured in IFCT 2017
P050,Parcus,Psettodes erumei,Marine Fish,1,86.3,79.01,19.87,0.62,0.0,0.0,0.28,21.08,0.33,28.84,218.0,446.0,64.38,0.0,0.04,0.02,0.88,202.0,0.0,1.72,0.57,0.3,0.0,not measured in IFCT 2017
P051,Parrot fish,Scarus ghobban,Marine Fish,1,89.6,76.84,20.82,0.57,0.0,0.0,0.38,9.21,0.31,28.88,316.0,432.0,51.79,0.0,0.06,0.02,1.89,132.0,0.0,2.47,0.67,0.26,0.0,not measured in IFCT 2017
P052,Perinkilichai,Pinjalo pinjalo,Marine Fish,1,92.5,78.33,20.89,0.87,0.0,0.0,0.29,7.25,0.36,29.01,236.0,365.0,34.16,0.0,0.08,0.01,1.48,119.0,0.0,1.62,0.36,1.1,0.0,not measured in IFCT 2017
P053,Phopat,Coryphaena hippurus,Marine Fish,4,101.3,76.42,22.05,1.33,0.0,0.0,0.47,9.32,0.36,32.27,258.0,439.0,36.2,0.0,0.06,0.04,4.28,131.0,0.0,3.52,0.43,0.58,0.0,not measured in IFCT 2017
P054,Piranha,Pygopristis sp.,Marine Fish,1,131.2,76.15,20.46,5.43,0.0,0.0,0.5,14.85,0.43,23.41,170.0,323.0,38.97,0.0,0.04,0.05,0.97,67.91,0.0,1.05,1.06,0.37,0.0,not measured in IFCT 2017
P055,"Pomfret, black",Parastromateus niger,Marine Fish,2,123.1,74.43,18.91,4.83,0.0,0.0,0.78,18.1,0.5,28.22,195.0,295.0,69.09,0.0,0.06,0.02,2.61,76.0,0.0,10.55,2.28,0.6,0.0,not measured in IFCT 2017
P056,"Pomfret, snub nose",Trachinotus blochii,Marine Fish,2,89.6,77.81,21.05,0.46,0.0,0.0,0.41,6.57,0.92,29.85,247.0,483.0,36.1,0.0,0.08,0.05,1.94,77.51,0.0,3.91,0.51,1.54,0.0,not measured in IFCT 2017
P057,"Pomfret, white",Pampus argenteus,Marine Fish,2,122.6,75.91,19.02,5.12,0.0,0.0,0.31,13.64,0.53,32.2,211.0,255.0,46.09,0.0,0.05,0.03,1.38,130.0,0.0,30.31,0.61,1.26,0.0,not measured in IFCT 2017
P058,Pranel,Gerres sp.,Marine Fish,1,96.8,79.54,19.69,1.89,0.0,0.0,0.41,21.88,0.55,26.26,166.0,251.0,52.37,0.0,0.04,0.13,3.37,120.0,0.0,1.84,0.54,0.42,0.0,not measured in IFCT 2017
P059,Pulli paarai,Gnathanodon speciosus,Marine Fish,1,95.4,75.99,20.06,1.55,0.0,0.0,0.35,21.84,0.52,31.12,232.0,335.0,58.56,0.0,0.05,0.04,1.94,101.0,0.0,1.75,1.6,0.82,0.0,not measured in IFCT 2017
P060,Queen fish,Scomberoides commersonianus,Marine Fish,3,95.6,76.63,20.97,1.17,0.0,0.0,0.49,5.75,0.35,28.1,235.0,440.0,48.93,0.0,0.06,0.04,3.24,118.0,0.0,1.52,0.19,0.4,0.0,not measured in IFCT 2017
P061,Raai fish,Lobotes surinamensis,Marine Fish,2,102.8,77.14,21.61,1.69,0.0,0.0,0.46,11.09,0.36,21.99,213.0,347.0,47.62,0.0,0.07,0.02,1.63,108.0,0.0,1.15,2.99,0.52,0.0,not measured in IFCT 2017
P062,Raai vanthu,Epinephelus chlorostigma,Marine Fish,1,98.0,79.95,19.39,2.17,0.0,0.0,0.36,8.72,0.35,27.39,178.0,311.0,50.83,0.0,0.03,0.01,0.72,112.0,0.0,2.87,1.23,0.02,0.0,not measured in IFCT 2017
P063,Rani,Pink perch,Marine Fish,1,90.1,78.55,18.83,1.49,0.0,0.0,0.87,37.9,0.4,29.91,208.0,335.0,63.17,0.0,0.01,0.0,1.33,75.7,0.0,1.78,1.84,1.65,0.0,not measured in IFCT 2017
P064,"Ray fish, bow head, spotted",Rhina ancylostoma,Marine Fish,1,83.4,80.3,19.03,0.7,0.0,0.0,0.25,9.64,0.49,19.25,196.0,353.0,105.0,0.0,0.05,0.03,1.99,120.0,0.0,1.97,0.81,0.33,0.0,not measured in IFCT 2017
P065,Red snapper,Lutjanus argentimaculatus,Marine Fish,1,104.4,76.28,22.79,1.34,0.0,0.0,0.37,8.39,0.34,32.65,204.0,446.0,59.89,0.0,0.02,0.02,3.14,66.93,0.0,4.77,2.32,0.41,0.0,not measured in IFCT 2017
P066,"Red snapper, small",Priacanthus hamrur,Marine Fish,1,107.8,76.31,21.5,2.3,0.0,0.0,0.57,17.43,0.4,31.03,204.0,327.0,38.97,0.0,0.06,0.03,3.43,172.0,0.0,20.87,3.05,0.85,0.0,not measured in IFCT 2017
P067,Sadaya,Platax orbicularis,Marine Fish,1,110.4,75.53,20.68,2.97,0.0,0.0,0.47,9.08,0.68,26.27,221.0,360.0,49.41,0.0,0.07,0.38,2.45,125.0,0.0,64.2,1.56,0.52,0.0,not measured in IFCT 2017
P068,Salmon,Salmo salar,Marine Fish,1,172.3,67.84,20.97,9.86,0.0,0.0,0.98,24.3,0.51,31.18,211.0,345.0,20.25,0.0,0.07,0.06,4.45,150.0,0.0,15.63,0.86,0.58,0.0,not measured in IFCT 2017
P069,Sangada,Nemipterus japonicus,Marine Fish,1,105.9,78.51,20.26,2.67,0.0,0.0,0.99,7.9,0.32,28.37,211.0,217.0,77.82,0.0,0.01,0.02,0.68,101.0,0.0,3.07,0.92,0.36,0.0,not measured in IFCT 2017
P070,Sankata parai,Caranx ignobilis,Marine Fish,1,103.7,74.88,21.87,1.68,0.0,0.0,0.99,6.03,0.39,27.53,246.0,379.0,22.33,0.0,0.03,0.06,3.7,181.0,0.0,2.58,0.58,1.07,0.0,not measured in IFCT 2017
P071,Sardine,Sardinella longiceps,Marine Fish,1,152.2,72.29,17.91,8.99,0.0,0.0,0.83,42.26,0.89,24.39,191.0,228.0,38.49,0.0,0.01,0.06,0.91,140.0,0.0,12.66,3.51,0.38,0.0,not measured in IFCT 2017
P072,Shark,Carcharhinus sorrah,Marine Fish,2,95.1,72.82,21.6,0.83,0.0,0.0,0.38,8.44,0.46,32.58,263.0,372.0,63.63,0.0,0.03,0.04,2.68,110.0,0.0,1.11,0.18,0.22,0.0,not measured in IFCT 2017
P073,"Shark, hammer head",Sphyrna mokarran,Marine Fish,1,103.3,74.61,23.4,0.8,0.0,0.0,0.86,7.92,0.4,25.11,200.0,304.0,53.55,0.0,0.02,0.04,2.72,73.11,0.0,20.55,0.58,0.78,0.0,not measured in IFCT 2017
P074,"Shark, spotted",Stegostoma fasciatum,Marine Fish,1,91.8,78.83,20.95,0.75,0.0,0.0,0.54,8.1,0.55,19.05,179.0,318.0,131.0,0.0,0.05,0.05,1.02,76.56,0.0,12.43,1.23,0.19,0.0,not measured in IFCT 2017
P075,Shelavu,Sphyraena jello,Marine Fish,4,106.6,74.6,22.46,1.74,0.0,0.0,0.52,11.42,0.42,29.9,251.0,453.0,38.73,0.0,0.05,0.06,2.1,110.0,0.0,24.82,1.77,0.36,0.0,not measured in IFCT 2017
P076,Silan,Silonia silondia,Marine Fish,1,151.3,70.12,22.72,6.68,0.0,0.0,0.56,28.82,0.58,22.64,163.0,223.0,29.39,0.0,0.02,0.07,1.27,122.0,0.0,3.07,0.18,0.48,0.0,not measured in IFCT 2017
P077,Silk fish,Beryx sp.,Marine Fish,1,97.5,77.61,20.65,1.53,0.0,0.0,0.3,10.46,0.34,27.13,211.0,440.0,41.57,0.0,0.03,0.04,2.24,169.0,0.0,1.69,0.68,0.72,0.0,not measured in IFCT 2017
P078,Silver carp,Hypophthalmichthys molitrix,Marine Fish,1,132.6,72.47,21.71,5.17,0.0,0.0,0.58,85.55,0.57,24.97,187.0,249.0,19.6,0.0,0.02,0.02,1.87,136.0,0.0,6.74,0.69,0.6,0.0,not measured in IFCT 2017
